163,choi__joon__,0,성대모사쟁이
,user_id,좋아요,hashtags
165,choi__joon__,0,박재범
,user_id,좋아요,hashtags
167,choi__joon__,0,최준
,user_id,좋아요,hashtags
169,choi__joon__,0,짝사랑
,user_id,좋아요,hashtags
171,choi__joon__,"38,330",최준
,user_id,좋아요,hashtags
173,choi__joon__,"38,330",maxim
,user_id,좋아요,hashtags
175,choi__joon__,"27,979",의정부유학생
,user_id,좋아요,hashtags
177,choi__joon__,"27,979",부찌쟁이
,user_id,좋아요,hashtags
179,choi__joon__,"27,979",철부지
,user_id,좋아요,hashtags
181,choi__joon__,"14,846",폴킴
,user_id,좋아요,hashtags
183,choi__joon__,"14,846",유튜브
,user_id,좋아요,hashtags
185,choi__joon__,"14,846",최준
,user_id,좋아요,hashtags
187,choi__joon__,"14,846",짝사랑
,user_id,좋아요,hashtags
189,choi__joon__,"14,846",커피한잔할래요
,user_id,좋아요,hashtags
191,choi__joon__,0,비
,user_id,좋아요,hashtags
193,choi__joon__,0,최준
,user_id,좋아요,hashtags
195,choi__joon__,"15,508",예술가
,user_id,좋아요,hashtags
197,choi__joon__,"15,508",최준
,user_id,좋아요,hashtags
199,choi__joon__,"15,508",짝사랑
,user_id,좋아요,hashtags
201,choi__joon__,"15,508",쉼터
,user_id,좋아요,hashtags
203,choi__joon__,"18,496",전효성
,user_id,좋아요,hashtags
205,choi__joon__,"18,496",유승우
,user_id,좋아요,hashtags
207,choi__joon__,"18,496",수현
,user_id,좋아요,hashtags
209,choi__joon__,"18,496",간식선물
,user_id,좋아요,hashtags
211,choi__joon__,"18,496",고마워요
,user_id,좋아요,hashtags
213,choi__joon__,"34,282",샤이니
,user_id,좋아요,hashtags
215,choi__joon__,"34,282",태민
,user_id,좋아요,hashtags
217,choi__joon__,"34,282",최준
,user_id,좋아요,hashtags
219,choi__joon__,"34,282",틀린그림찾기
,user_id,좋아요,hashtags
221,choi__joon__,"18,468",최준
,user_id,좋아요,hashtags
223,choi__joon__,"18,468",모델
,user_id,좋아요,hashtags
225,choi__joon__,"24,493",최준
,user_id,좋아요,hashtags
227,choi__joon__,"24,493",아이즈매거진
,user_id,좋아요,hashtags
229,choi__joon__,"24,493",짝사랑
,user_id,좋아요,hashtags
231,choi__joon__,"7,554",Repost
,user_id,좋아요,hashtags
233,choi__joon__,0,반짝빛나던나의2006년
,user_id,좋아요,hashtags
235,choi__joon__,0,적재
,user_id,좋아요,hashtags
237,choi__joon__,0,선물
,user_id,좋아요,hashtags
239,choi__joon__,0,최준
,user_id,좋아요,hashtags
241,choi__joon__,0,짝사랑
,user_id,좋아요,hashtags
243,choi__joon__,"11,574",최준
,user_id,좋아요,hashtags
245,choi__joon__,"11,574",니곡내곡
,user_id,좋아요,hashtags
247,choi__joon__,"11,574",적재
,user_id,좋아요,hashtags
249,choi__joon__,"11,574",별보러가자
,user_id,좋아요,hashtags
251,choi__joon__,"11,574",짝사랑
,user_id,좋아요,hashtags
253,choi__joon__,"8,617",꼬마핑거페인트
,user_id,좋아요,hashtags
255,choi__joon__,"8,617",선물
,user_id,좋아요,hashtags
257,choi__joon__,"8,617",최준
,user_id,좋아요,hashtags
259,choi__joon__,"8,617",짝사랑
,user_id,좋아요,hashtags
261,choi__joon__,"12,702",꼬마크레파스
,user_id,좋아요,hashtags
263,choi__joon__,"12,702",선물
,user_id,좋아요,hashtags
265,choi__joon__,"12,702",최준
,user_id,좋아요,hashtags
267,choi__joon__,"12,702",짝사랑
,user_id,좋아요,hashtags
269,choi__joon__,"8,978",esquire
,user_id,좋아요,hashtags
271,choi__joon__,"8,978",최준
,user_id,좋아요,hashtags
273,choi__joon__,"8,978",섹시
,user_id,좋아요,hashtags
275,choi__joon__,"7,508",딘딘의뮤직하이
,user_id,좋아요,hashtags
277,choi__joon__,"7,508",딘딘
,user_id,좋아요,hashtags
279,choi__joon__,"7,508",빅원
,user_id,좋아요,hashtags
281,choi__joon__,"7,508",귀여운
