169,cool___j___,"2,581",짬뽕
,user_id,좋아요,hashtags
171,cool___j___,"2,581",먹방
,user_id,좋아요,hashtags
173,cool___j___,"3,241",쿨제이
,user_id,좋아요,hashtags
175,cool___j___,"3,241",길은지
,user_id,좋아요,hashtags
177,cool___j___,"3,241",명동
,user_id,좋아요,hashtags
179,cool___j___,"3,241",명동성당
,user_id,좋아요,hashtags
181,cool___j___,"3,241",선물
,user_id,좋아요,hashtags
183,cool___j___,"3,241",꽃
,user_id,좋아요,hashtags
185,cool___j___,"3,241",고백
,user_id,좋아요,hashtags
187,cool___j___,"3,241",mcm
,user_id,좋아요,hashtags
189,cool___j___,"2,461",쿨제이
,user_id,좋아요,hashtags
191,cool___j___,"2,461",로로코
,user_id,좋아요,hashtags
193,cool___j___,"2,461",명동
,user_id,좋아요,hashtags
195,cool___j___,"2,461",명동성당
,user_id,좋아요,hashtags
197,cool___j___,"2,461",스트릿패션
,user_id,좋아요,hashtags
199,cool___j___,"2,461",남성의류
,user_id,좋아요,hashtags
201,cool___j___,"2,461",쇼핑몰
,user_id,좋아요,hashtags
203,cool___j___,"2,461",야상
,user_id,좋아요,hashtags
205,cool___j___,"2,461",남자야상
,user_id,좋아요,hashtags
207,cool___j___,"2,182",쿨제이
,user_id,좋아요,hashtags
209,cool___j___,"2,182",파리
,user_id,좋아요,hashtags
211,cool___j___,"2,182",mp3
,user_id,좋아요,hashtags
213,cool___j___,"2,182",섹시
,user_id,좋아요,hashtags
215,cool___j___,"2,182",sexy
,user_id,좋아요,hashtags
217,cool___j___,"2,088",힙합퍼
,user_id,좋아요,hashtags
219,cool___j___,"2,088",스트릿패션
,user_id,좋아요,hashtags
221,cool___j___,"2,088",파파라치컷
,user_id,좋아요,hashtags
223,cool___j___,"2,088",스트릿브랜드
,user_id,좋아요,hashtags
225,cool___j___,"2,088",남자스트릿브랜드종류
,user_id,좋아요,hashtags
227,cool___j___,"2,088",해외스트릿패션
,user_id,좋아요,hashtags
229,cool___j___,"2,088",쿨제이
,user_id,좋아요,hashtags
231,cool___j___,"2,088",로로코
,user_id,좋아요,hashtags
233,cool___j___,"1,506",쿨제이
,user_id,좋아요,hashtags
235,cool___j___,"2,086",피식대학
,user_id,좋아요,hashtags
237,cool___j___,"2,086",쿨제이
,user_id,좋아요,hashtags
239,cool___j___,"2,086",배용남
,user_id,좋아요,hashtags
241,cool___j___,"2,086",정재혁
,user_id,좋아요,hashtags
243,cool___j___,"2,086",길은지
,user_id,좋아요,hashtags
245,cool___j___,0,쿨제이
,user_id,좋아요,hashtags
247,cool___j___,0,펌프
,user_id,좋아요,hashtags
249,cool___j___,0,나이키
